Name,Sponsor,University,Sport,Instagram,Twitter,Gender
Bram Walden,Barstool Sports,University of Oregon,Football,https://instagram.com/bramwalden,https://twitter.com/@bramwalden42,1
Parker League,Barstool Sports,University of South Carolina,Soccer,https://instagram.com/parkert10,https://twitter.com/@parker_league,1
Paul Juda,Barstool Sports,University of Michigan,Gymnastics,https://instagram.com/paul.juda,https://twitter.com/@PaulJuda2,1
Trent Bryde,Barstool Sports,University of Georgia,Tennis,https://instagram.com/trentbryde,https://twitter.com/@TrentBryde,1
Joe Lampe,Barstool Sports,Arizona State University,Baseball,https://instagram.com/joelampe5,https://twitter.com/@joelampe8,1
Sammy Diaz,Barstool Sports,University of Iowa,Softball,https://instagram.com/sammyydiazz,https://twitter.com/@Sammydiazz09,0
Lindsay Rongo,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/lindsayyy_rae,,0
Noah Soles,Barstool Sports,North Carolina State University,Baseball,https://instagram.com/noahsoles,https://twitter.com/@NoahSoles2,1
Mackenzie Martin,Barstool Sports,Tulane University,Volleyball,https://instagram.com/kenziemaartin,,0
Derek Thompson,Barstool Sports,University of New Hampshire,Baseball,https://instagram.com/dthomp_6_,https://twitter.com/@Dthomp_6_,1
Samuel Gomez,Barstool Sports,"California State University, Fullerton",Baseball,https://instagram.com/sammgomez21,https://twitter.com/@Samgomez_21,1
Miller Karrh,Barstool Sports,Samford University,Football,https://instagram.com/millerkarrh,https://twitter.com/@millerkarrh01,1
Haylei Archer,Barstool Sports,"University of California, Berkeley",Softball,https://instagram.com/haylei_archer,https://twitter.com/@haylei_archer,0
Blake Sutton,Barstool Sports,High Point University,Baseball,https://instagram.com/blakesutton10,https://twitter.com/@blakesutton10,1
John Cannon,Barstool Sports,University of South Florida,Football,https://instagram.com/c8nnon,https://twitter.com/@john_cannon8,1
Sean McLeod,Barstool Sports,"California State University, Long Beach",Baseball,https://instagram.com/sean.mcleod27,https://twitter.com/@S_Mcleod27,1
Mike Kaufman,Barstool Sports,Western Illinois University,Football,https://instagram.com/mike_kaufman50,https://twitter.com/@kaufman_mike2,1
Zane Freeman,Barstool Sports,University of Cincinnati,Swimming and Diving,https://instagram.com/zanefreeman13,https://twitter.com/@zanefree17,1
Ethan Coughlin,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/ethancoughlin,https://twitter.com/@ethancoughlin14,1
Dave Howarth,Barstool Sports,Northeastern University,Baseball,https://instagram.com/davehowarth06,https://twitter.com/@dav_06,1
Ty O’Janovac,Barstool Sports,Western Illinois University,Football,https://instagram.com/ty_ojay,https://twitter.com/@TyOjay_1331,1
Hailey Meier,Barstool Sports,University of Connecticut,Lacrosse,https://instagram.com/hmeierrr,https://twitter.com/@hmeierrr,0
Parsa Raissi,Barstool Sports,Bryant University,Tennis,https://instagram.com/the_real_parsa,https://twitter.com/@the_real_parsa,1
J.D. Duplain,Barstool Sports,Michigan State University,Football,https://instagram.com/jdduplain02,https://twitter.com/@jd_duplain,1
Johnny McCoy,Barstool Sports,University of Delaware,Basketball,https://instagram.com/johnnymccoy_10,https://twitter.com/@jwmccoy10,1
Sarah Most,Barstool Sports,University of Delaware,Lacrosse,https://instagram.com/sarahmosttt,https://twitter.com/@SarahMost3,0
Parker Eichenberger,Barstool Sports,University of Houston,Football,https://instagram.com/parker.eichenberger,https://twitter.com/@parkenberger,1
Jordan Petersen,Barstool Sports,Radford University,Lacrosse,https://instagram.com/jordi_petersen,https://twitter.com/@JordanPetersen,0
Jacob Perez-Eli,Barstool Sports,Rider University,Wrestling,https://instagram.com/jacobperezeli,https://twitter.com/@jacobperezeli,1
Justin Sierra,Barstool Sports,Fairleigh Dickinson University,Baseball,https://instagram.com/justinsierra_,https://twitter.com/@19_justinn,1
Jack Randle,Barstool Sports,Sam Houston State University,Golf,https://instagram.com/randljac,https://twitter.com/@randljac,1
Tate Goodyear,Barstool Sports,Yale University,Football,https://instagram.com/tategoody,https://twitter.com/@TateGoodyear,1
James Turner,Barstool Sports,University of Louisville,Football,https://instagram.com/jamesturner4,https://twitter.com/@jamesturner004,1
Jack Hatten,Barstool Sports,University of Idaho,Basketball,https://instagram.com/jackhatten,https://twitter.com/@HattenJack,1
Cade McDonald,Barstool Sports,Michigan State University,Football,https://instagram.com/cademcd85,https://twitter.com/@CadeMcdonald11,1
Joe Petrakis,Barstool Sports,Western Carolina University,Basketball,https://instagram.com/joe.petrakis,https://twitter.com/@petrakisjoe,1
Luke Schwar,Barstool Sports,Towson University,Swimming and Diving,https://instagram.com/luke_schwar,https://twitter.com/@luke_schwar,1
Connor McCool,Barstool Sports,University of Illinois at Urbana–Champaign,Lacrosse,https://instagram.com/connormccool_,,1
Kinley Zink,Barstool Sports,University of Central Florida,Rowing,https://instagram.com/kinley.zink,https://twitter.com/@ZinkKinley,0
Caroline Kelly,Barstool Sports,Boston University,Field Hockey,https://instagram.com/caroline.kelly248,https://twitter.com/@carolineekelly1,0
Tyler Clegg,Barstool Sports,James Madison University,Soccer,https://instagram.com/tclegg10,https://twitter.com/@TClegg10,1
Ben Hines,Barstool Sports,University of Washington,Football,https://instagram.com/ben.hines,https://twitter.com/@BenHines3,1
Carolina Sculti,Barstool Sports,Stanford University,Swimming and Diving,https://instagram.com/linabeanz_,,0
Wyatt George,Barstool Sports,Babson College,Ice Hockey,https://instagram.com/wyattgeorgee,https://twitter.com/@wyatt_georgee,1
Maura Singer,Barstool Sports,University of Colorado Boulder,Basketball,https://instagram.com/maura_singer,https://twitter.com/@maurasinger20,0
Ryan Brown,Barstool Sports,Oregon State University,Baseball,https://instagram.com/rynn.50,https://twitter.com/@RB5ER,1
JD Wagner,Barstool Sports,United States Naval Academy,Soccer,https://instagram.com/jdwagner14,https://twitter.com/@jdwagner14,1
Maggie Ryan,Barstool Sports,Bryant University,Volleyball,https://instagram.com/maggieryan.23,https://twitter.com/@magryan23,0
Brenden Katz,Barstool Sports,Fairleigh Dickinson University,Baseball,https://instagram.com/brenden_katz,https://twitter.com/@BigCountryRHP16,1
Leah Baker,Barstool Sports,The Ohio State University,Swimming and Diving,https://instagram.com/leahbakerr,https://twitter.com/@bakerswim4,0
Spencer Harbert,Barstool Sports,Ohio University,Baseball,https://instagram.com/s__harbert,https://twitter.com/@_Harbert_,1
Burke Webb,Barstool Sports,Monmouth University,Lacrosse,https://instagram.com/burke_57,https://twitter.com/@burke_57,1
Jenna Zunic,Barstool Sports,The Ohio State University,Field Hockey,https://instagram.com/jennazunic,,0
Brenden Tuttle,Barstool Sports,Bucknell University,Baseball,https://instagram.com/tuttle_,https://twitter.com/@brenden_tuttle,1
Keegan McHugh,Barstool Sports,Dartmouth College,Football,https://instagram.com/kmchugh38,https://twitter.com/@KMc_Hugh,1
Mark Lemke,Barstool Sports,University of Illinois at Chicago,Cross Country,https://instagram.com/mark_lemke1,https://twitter.com/@marklemke14,1
Colin Duignan,Barstool Sports,University of Virginia,Cross Country,https://instagram.com/colinduignan,https://twitter.com/@colin_duignan,1
A.J. Frakes,Barstool Sports,Fordham University,Swimming and Diving,https://instagram.com/ajfrakes9,https://twitter.com/@ajfrakes9,1
Symone Ryans,Barstool Sports,Bucknell University,Lacrosse,https://instagram.com/symoneryans,,0
Kent Vines,Barstool Sports,Monmouth University,Football,https://instagram.com/kentvines66_,https://twitter.com/@vines_kent,1
Connor Smith,Barstool Sports,Davidson College,Soccer,https://instagram.com/21.connorsmith,,1
Taz Sherman,Barstool Sports,West Virginia University,Basketball,https://instagram.com/theonlytazo,https://twitter.com/@Okaytazoo,1
Drew Hailey,Barstool Sports,Merrimack College,Lacrosse,https://instagram.com/drizzle44,https://twitter.com/@drewhailey44,1
Maddie Fowler,Barstool Sports,Drexel University,Lacrosse,https://instagram.com/maddiefowler_,https://twitter.com/@maddiefowler32,0
Maddie Fowler,Barstool Sports,Drexel University,Lacrosse,https://instagram.com/Maddiefowler00,https://twitter.com/@maddiefowler00,0
Maddie Fowler,Barstool Sports,Rice University,Volleyball,https://instagram.com/maddiefowler_,https://twitter.com/@maddiefowler32,0
Maddie Fowler,Barstool Sports,Rice University,Volleyball,https://instagram.com/Maddiefowler00,https://twitter.com/@maddiefowler00,0
Carolyn Barksdale,Barstool Sports,University of Tennessee,Cross Country,https://instagram.com/carolyn.barksdale,https://twitter.com/@carolynbarkey23,0
Joseph Laster,Barstool Sports,Duke University,Track and Field,https://instagram.com/jmlaster22,https://twitter.com/@primetime22,1
Austin Stotts,Barstool Sports,Iowa State University,Wrestling,https://instagram.com/Stotts_Austin7,https://twitter.com/@Stotts_Money,1
Dutch Furlong,Barstool Sports,Bucknell University,Lacrosse,https://instagram.com/futchdurlong,https://twitter.com/@dutchfurlong,1
Zachary Carter,Barstool Sports,University of Florida,Football,https://instagram.com/_Zachattacks,https://twitter.com/@Zachattacks_,1
Joshua McAllister,Barstool Sports,University of Georgia,Baseball,https://instagram.com/_joshmcallister_,https://twitter.com/@_JMcAllister_,1
Amber Liston,Barstool Sports,Campbell University,Soccer,https://instagram.com/amberlistonn,https://twitter.com/@amber_liston,0
Michael O'Clair,Barstool Sports,University of Maine,Track and Field,,https://twitter.com/@MichaelOClair,1
Finn Reynolds,Barstool Sports,University of Mississippi,Tennis,https://instagram.com/ftreynol,,1
Mikayla Capelle,Barstool Sports,Rensselaer Polytechnic Institute,Ice Hockey,https://instagram.com/mikayla_capelle,https://twitter.com/@mikcapelle,0
Zack Barnes,Barstool Sports,Kent State University,Ice Hockey,https://instagram.com/zack_barnes5,https://twitter.com/@jacksonlax5,1
Kyle Loken,Barstool Sports,University of Detroit Mercy,Lacrosse,https://instagram.com/Kloken15,https://twitter.com/@KyleL_15,1
Jadyn Jay,Barstool Sports,University of Kansas,Rowing,https://instagram.com/jadyn.jay,,0
Tucker Brown,Barstool Sports,Saint Joseph's University,Lacrosse,https://instagram.com/Browntucker_,https://twitter.com/@browntucker99,1
Mitchell Zoloty,Barstool Sports,Butler University,Football,https://instagram.com/mzoloty72,https://twitter.com/@MZoloty72,1
Jalen Dupree,Barstool Sports,Tennessee State University,Basketball,https://instagram.com/_j.dup,https://twitter.com/@__jdd__,1
Breana Gambrell,Barstool Sports,Pennsylvania State University,Track and Field,https://instagram.com/breanagambrell,https://twitter.com/@bregambrell13,0
Ivey Weber,Barstool Sports,Arizona State University,Beach Volleyball,https://instagram.com/iveyrhoads,https://twitter.com/@iveyrhoads,0
Maeve Carroll,Barstool Sports,University of Maine,Basketball,https://instagram.com/Mmcarroll5,https://twitter.com/@carroll_maeve,0
Chris Pearsons,Barstool Sports,University of Massachusetts Amherst,Baseball,https://instagram.com/Chrispearsons12,https://twitter.com/@chrispearsons12,1
Grayson Sandlin,Barstool Sports,Harvard University,Football,https://instagram.com/Grs.7,https://twitter.com/@gray_sandlin11,1
Lindsay Lahr,Barstool Sports,Missouri State University,Volleyball,https://instagram.com/lindslahr,https://twitter.com/@lindsaylahr,0
Spencer Mooberry,Barstool Sports,North Dakota State University,Wrestling,https://instagram.com/m.o.o.b.e.r.r.y,https://twitter.com/@Mooberry00,1
Lauren Sandidge,Barstool Sports,College of Charleston,Soccer,https://instagram.com/laurennsandidge,https://twitter.com/@laurennsandidge,0
Camari Williams,Barstool Sports,United States Naval Academy,Football,https://instagram.com/cjw_ix,https://twitter.com/@CJW_IX,1
Owen Stamper,Barstool Sports,Middle Tennessee State University,Golf,https://instagram.com/Ostamper9,https://twitter.com/@ostamper9,1
Maggie Dickman,Barstool Sports,Wake Forest University,Field Hockey,https://instagram.com/Maggiedickman19,https://twitter.com/@MaggieDickman13,0
Jake Gehri,Barstool Sports,Yale University,Baseball,https://instagram.com/Jakegehri,https://twitter.com/@GehriJake,1
Brock Myers,Barstool Sports,Tennessee Technological University,Baseball,https://instagram.com/Brockmyers7,https://twitter.com/@Brock7Myers,1
John Beckley,Barstool Sports,Wofford College,Football,https://instagram.com/john_beckley,https://twitter.com/@JohnBeckley18,1
Mia Peterson,Barstool Sports,New Mexico State University,Volleyball,https://instagram.com/mia.pete,https://twitter.com/@mialanipeterson,0
Delaney Richason,Barstool Sports,University of Vermont,Basketball,https://instagram.com/delaney.richason,https://twitter.com/@delaneyrichason,0
Hunter Barnett,Barstool Sports,Providence College,Ice Hockey,https://instagram.com/hunterrbarnett_,https://twitter.com/@HunterrBarnett_,0
Asjia O'Neal,Degree Deodorant,University of Texas at Austin,Volleyball,https://instagram.com/asjiaoneal,,0
Bailey Moody,Degree Deodorant,University of Alabama,Wheelchair Basketball,https://instagram.com/therealbaileymoody,,0
Cam Mack,Degree Deodorant,Prairie View A&M University,Basketball,https://instagram.com/prettyboycam3,,1
Chayla Edwards,Degree Deodorant,University of Wisconsin–Madison,Ice Hockey,https://instagram.com/chaylaedwards,,0
Emma Hoffart,Degree Deodorant,Missouri Western State University,Softball,,https://twitter.com/@emma_hoffart,0
Jazmyn Foberg,Degree Deodorant,University of Florida,Gymnastics,https://instagram.com/jazmynfoberg,,0
Jhenna Gabriel,Degree Deodorant,University of Texas at Austin,Volleyball,https://instagram.com/jhennagabriel,,0
Lawrence Sapp,Degree Deodorant,University of Cincinnati,Para Swimming,https://instagram.com/lawrencefastswimmer,,1
Logan Eggleston,Degree Deodorant,University of Texas at Austin,Volleyball,https://instagram.com/loganeggleston_,,0
Matt Henningsen,Degree Deodorant,University of Wisconsin–Madison,Football,https://instagram.com/mdhenningsen,,1
Nimari Burnett,Degree Deodorant,University of Alabama,Basketball,https://instagram.com/nimari.burnett,,1
Saquan Singleton,Degree Deodorant,University of New Mexico,Basketball,https://instagram.com/_saeitaintso,,1
Hunter Jump,Barstool Sports,Arizona State University,Baseball,https://instagram.com/Hunterjumpp,https://twitter.com/@hunterjumpp,1
Thomas Walters,Barstool Sports,University of Notre Dame,Track and Field,https://instagram.com/tommy_walters20,,1
Justin Holloway,Barstool Sports,Ohio University,Football,https://instagram.com/justinholloway_,https://twitter.com/@_justinholloway,1
Ethan Long,Barstool Sports,Pennsylvania State University,Lacrosse,https://instagram.com/Ethanlong9,,1
Tate Hallock,Barstool Sports,Michigan State University,Football,https://instagram.com/Hallock_28,https://twitter.com/@Thallock28,1
Jack Hawes,Barstool Sports,University of Alabama,Cross Country,https://instagram.com/_jackhawes,https://twitter.com/@_jackhawes_,1
Carter Hilleary,Barstool Sports,The Ohio State University,Lacrosse,https://instagram.com/Carter.h,https://twitter.com/@CarterHilleary_,1
Zionn Pearson,Barstool Sports,University of Nebraska–Lincoln,Track and Field,https://instagram.com/_zionn19,https://twitter.com/@zionnpearson,0
Paige Tyson,Barstool Sports,Virginia Tech,Lacrosse,https://instagram.com/paige.tyson,https://twitter.com/@paigetyson15,0
Jan Figueroa,Barstool Sports,University of Tampa,Track and Field,https://instagram.com/Janfigueroa07,https://twitter.com/@janfigueroa07,1
Sam Wolf,Barstool Sports,Wright State University,Volleyball,https://instagram.com/Sam.Wolf.3,https://twitter.com/@297Samiam,0
Everett Johnson,Barstool Sports,"University of California, Berkeley",Football,https://instagram.com/everettjohnson77,https://twitter.com/@everettj2020,1
Emily Gillis,Barstool Sports,Gardner–Webb University,Basketball,https://instagram.com/Emilygillis21,https://twitter.com/@emilyy_gillis,0
Joe Joe Headen,Barstool Sports,Old Dominion University,Football,https://instagram.com/Joejoe_headen,https://twitter.com/@joejoeheaden,1
Kyle Bischof,Barstool Sports,University of Akron,Football,https://instagram.com/kyle.bischof,https://twitter.com/@kyle_bischof,1
Evan Rasmussen,Barstool Sports,University of Michigan,Soccer,https://instagram.com/evanras9,https://twitter.com/@evanras9,1
Eddie Walsh,Barstool Sports,Xavier University,Soccer,https://instagram.com/eddie_walsh,https://twitter.com/@Eddie___Walsh,1
Owen Finnerty,Barstool Sports,University of Michigan,Soccer,https://instagram.com/Owen_finnerty,https://twitter.com/@owen_finnerty,1
Robby Romano,Barstool Sports,Siena College,Soccer,https://instagram.com/robby_romano,https://twitter.com/@_robbyromano_,1
Ellie Ruprich,Barstool Sports,University of South Carolina,Volleyball,https://instagram.com/ellierupe,https://twitter.com/@EllieRuprich,0
Bryce Thoman,Barstool Sports,Temple University,Football,https://instagram.com/b.thoman,https://twitter.com/@ba_thoman,1
Molly Galloway,Barstool Sports,University of Colorado Boulder,Lacrosse,https://instagram.com/mollygallowayy,https://twitter.com/@MollyGalloway39,0
Connor Herceg,Barstool Sports,Lehigh University,Wrestling,https://instagram.com/C.Hercdg,https://twitter.com/@HercegConnor,1
Ryan Walk,Barstool Sports,University of Oregon,Football,https://instagram.com/ryan_walk,https://twitter.com/@Ryan_Walk53,1
Ricardo Carreras,Barstool Sports,St. John's University,Lacrosse,https://instagram.com/ric_carreras,https://twitter.com/@ric_carreras,1
Emily Carroll,Barstool Sports,Sacred Heart University,Softball,https://instagram.com/Emcarroll1,https://twitter.com/@emilycarroll18,1
Ashley Zulauf,Barstool Sports,Indiana University,Volleyball,https://instagram.com/ashleyzulauf,https://twitter.com/@ashleyyy_zu,0
Jake Feiner,Barstool Sports,University of Dayton,Soccer,https://instagram.com/Jakefeiner_,,1
CJ Schaible,Barstool Sports,University of Delaware,Baseball,https://instagram.com/CJ_Schibs7,https://twitter.com/@CJ_Schibs7,1
Marley Meyer,Barstool Sports,"University of California, Berkeley",Field Hockey,https://instagram.com/Marleymeyer,,0
Kaitlyn Kynast,Barstool Sports,Stanford University,Rowing,https://instagram.com/kkynasty,https://twitter.com/@KaitlynKynast,0
Jake Durflinger,Barstool Sports,University of Denver,Ice Hockey,https://instagram.com/jakedurf17,https://twitter.com/@JakeDurf17,1
Kathleen Jones,Barstool Sports,The Ohio State University,Tennis,https://instagram.com/kathleen.m.jones,https://twitter.com/@skippykatniss,0
Bradyn Ricca,Barstool Sports,Florida Gulf Coast University,Cross Country,https://instagram.com/Bradyn_Ricca,https://twitter.com/@Bradyn_Ricca,1
Joe Rafter,Barstool Sports,Auburn University,Wheelchair Basketball,https://instagram.com/Joerafter4,https://twitter.com/@JoeRafter6,1
Logan Langemeier,Barstool Sports,Georgia Southern University,Football,https://instagram.com/logan_langemeier5,https://twitter.com/@LangemeierLogan,1
Rex Fleming,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/Rexfleming,https://twitter.com/@RexFleming8,1
Chantal Nadia,Barstool Sports,Brown University,Basketball,https://instagram.com/chantal.nadia11,https://twitter.com/@chantalmoawad,0
Cody Benton,Barstool Sports,University of North Carolina at Wilmington,Baseball,https://instagram.com/codybenton24,https://twitter.com/@Cbenton_8,1
Claire Wyatt,Barstool Sports,High Point University,Basketball,https://instagram.com/clairewyatttt,https://twitter.com/@claire_wyatt10,0
Olivia Szyszkiewicz,Barstool Sports,Jacksonville University,Volleyball,https://instagram.com/oszyszkiewicz,,0
Sam Hillegas,Barstool Sports,Virginia Tech,Wrestling,https://instagram.com/Sammy_hillegas,https://twitter.com/@samhillegas99,1
Rob McCollum,Barstool Sports,Long Island University,Ice Hockey,https://instagram.com/rmccollum22,https://twitter.com/@rmccollum22,1
Nino Bonaccorsi,Barstool Sports,University of Pittsburgh,Wrestling,https://instagram.com/ninobonaccorsi_,https://twitter.com/@NeenBon,1
Juliana George,Barstool Sports,Virginia Commonwealth University,Lacrosse,https://instagram.com/juliana_george_,https://twitter.com/@Juliana_george3,0
Aspen Anderson,Barstool Sports,Dartmouth College,Soccer,https://instagram.com/aspen_anderson,https://twitter.com/@aspenanderson16,0
Alec Lowe,Barstool Sports,Providence College,Soccer,https://instagram.com/aleclowe13,https://twitter.com/@aleclowe13,1
Mia Stander,Barstool Sports,University of Louisville,Volleyball,https://instagram.com/mia.stander,,0
Reign Williams,Barstool Sports,Georgia Southern University,Softball,https://instagram.com/reignwilliams42,,0
Montana Lloyd,Barstool Sports,"University of Nevada, Reno",Swimming and Diving,https://instagram.com/_montanastorm,https://twitter.com/@storm_montana,0
Mackenzie Wilson,Barstool Sports,University of Maine,Track and Field,https://instagram.com/mackenzziewilson,https://twitter.com/@mackenzziewils,0
Joe Doyle,Barstool Sports,Binghamton University,Wrestling,https://instagram.com/joe_doyle35,https://twitter.com/@josephdoyle3517,1
Joe Doyle,Barstool Sports,Binghamton University,Wrestling,https://instagram.com/joedoyle1224,https://twitter.com/@JoeDoyle1224,1
Joe Doyle,Barstool Sports,University of Memphis,Football,https://instagram.com/joe_doyle35,https://twitter.com/@josephdoyle3517,1
Joe Doyle,Barstool Sports,University of Memphis,Football,https://instagram.com/joedoyle1224,https://twitter.com/@JoeDoyle1224,1
Grace Cox,Barstool Sports,Marshall University,Swimming and Diving,https://instagram.com/grace_coxx,https://twitter.com/@Grace_Cox25,0
Abbie Schad,Barstool Sports,Indiana University – Purdue University Indianapolis,Soccer,https://instagram.com/abbieschad,https://twitter.com/@abbieschad10,0
Matthew Reardon,Barstool Sports,Miami University,Football,https://instagram.com/mattyice__08,https://twitter.com/@mreards_04,1
élan McCall,Barstool Sports,"University of California, Los Angeles",Volleyball,https://instagram.com/elanmccall,https://twitter.com/@elanmccall,0
Makenzie Taylor,Barstool Sports,North Carolina State University,Volleyball,https://instagram.com/makenzie_taylorr,https://twitter.com/@_makenzietaylor,0
Sam Sutton,Barstool Sports,Miami University,Swimming and Diving,https://instagram.com/Sam_sutton01,,0
Cole Koeppel,Barstool Sports,University of Massachusetts Amherst,Baseball,https://instagram.com/Cole_koeppel,https://twitter.com/@ckoeppel16,1
Bryce Henaire,Barstool Sports,University of Maine,Football,https://instagram.com/Brycehenaire,https://twitter.com/@brycehenaire1,1
Jedi Morland Janes,Barstool Sports,St. Francis College,Swimming and Diving,https://instagram.com/Jedi.janes,,1
Matthew Radtka,Barstool Sports,University of Akron,Baseball,https://instagram.com/mradtka_10,https://twitter.com/@MRadtka,1
Brian Cowhey,Barstool Sports,University of Pennsylvania,Squash,https://instagram.com/brian.cowhey,https://twitter.com/@bcowhey2,1
Jack Nolley,Barstool Sports,University of Nebraska–Lincoln,Track and Field,https://instagram.com/Jacknolley,https://twitter.com/@JackNolley,1
Logan Gilbertson,Barstool Sports,University of Central Arkansas,Baseball,https://instagram.com/Lg_2333,https://twitter.com/@Lg_23_,1
Lillian Wyckoff,Barstool Sports,Arizona State University,Track and Field,https://instagram.com/Legendarylilll,https://twitter.com/@LillianWyckoff,0
Billy Shaeffer,Barstool Sports,Lafayette College,Football,https://instagram.com/Billyshaef,https://twitter.com/@bshaeffer15,1
Bryson Childress,Barstool Sports,High Point University,Basketball,https://instagram.com/brysonchildress,https://twitter.com/@BrysonChildres3,1
Devon Buckshot,Barstool Sports,High Point University,Lacrosse,https://instagram.com/devon.buckshot,https://twitter.com/@DBuckshot,1
Da'Quan Grimes,Barstool Sports,Monmouth University,Football,https://instagram.com/daquangrimes5,https://twitter.com/@DaquanGrimes5,1
Jacob Frater,Barstool Sports,Baylor University,Football,https://instagram.com/jacob_frater,https://twitter.com/@jacob_frater,1
Liz Brechtel,Barstool Sports,Southern Illinois University Carbondale,Soccer,https://instagram.com/liz_brechtel,https://twitter.com/@lizbrechtel,0
Bradley Archer,Barstool Sports,Stanford University,Football,https://instagram.com/bradley.archer,https://twitter.com/@bradleyarcher_,1
Todd Mozoki,Barstool Sports,James Madison University,Baseball,https://instagram.com/tnm.12,https://twitter.com/@mozoki_t12,1
Spencer Harris,Barstool Sports,Georgetown University,Football,https://instagram.com/_spencerharris,https://twitter.com/@_SpencerHarris,1
Nick Zwack,Barstool Sports,Xavier University,Baseball,https://instagram.com/n_zwack17,https://twitter.com/@Zwack_17,1
Jake Silverstein,Barstool Sports,University of Dayton,Baseball,https://instagram.com/jakesilverstein4,https://twitter.com/@jsilverstein44,1
Kimberly Wert,Barstool Sports,University of Missouri,Softball,https://instagram.com/kimwert17,https://twitter.com/@kimberly_wert,0
Brad Godwin,Barstool Sports,Eastern Washington University,Football,https://instagram.com/bradyboy1200,https://twitter.com/@bradyboy1200,1
Olivia Durham,Barstool Sports,Georgia Southern University,Soccer,https://instagram.com/olivia_durham,https://twitter.com/@Durham7Olivia,0
Milton Braasch II,Barstool Sports,Colgate University,Football,https://instagram.com/miltonbraasch,https://twitter.com/@miltonbraasch,1
Ryan Furlong,Barstool Sports,Canisius College,Lacrosse,https://instagram.com/ryan.furlong,https://twitter.com/@RyanFurlong5,1
Emily Dunn,Barstool Sports,Saint Joseph's University,Cross Country,https://instagram.com/emilyydunnn,,0
Sean Ryan,Barstool Sports,The Ohio State University,Volleyball,https://instagram.com/sean_ryan24,,1
Tyson Kirkby,Barstool Sports,State University of New York at Oswego,Ice Hockey,https://instagram.com/tkirkby91,,1
Payton Brotzki,Barstool Sports,Creighton University,Baseball,https://instagram.com/paytonbrotzki,https://twitter.com/@paayyttoon,1
Cy Kerber,Barstool Sports,Tennessee Technological University,Baseball,https://instagram.com/cy.kerber,https://twitter.com/@cykerber15,1
Judd Cockett,Barstool Sports,Southern Utah University,Football,https://instagram.com/juddcockett,https://twitter.com/@juddcockett,1
Bennett Maczka,Barstool Sports,Texas Christian University,Swimming and Diving,https://instagram.com/bennettmaczka,https://twitter.com/@bennettmaczka,1
Daniel Tanaka,Barstool Sports,Butler University,Golf,https://instagram.com/danieltanaka_,https://twitter.com/@dtanaka10,1
Harrison Barker,Barstool Sports,University of Alabama at Birmingham,Football,https://instagram.com/harrison_barker7,https://twitter.com/@harrison7barker,1
Thomas Rush,Barstool Sports,University of Minnesota,Football,https://instagram.com/_twrush_,https://twitter.com/@_twrush_,1
Pearce Augier,Barstool Sports,University of Delaware,Volleyball,https://instagram.com/pearce.augier,,0
Justin Markus,Barstool Sports,"California State University, Bakersfield",Soccer,https://instagram.com/justinmarkus_,,1
David Wohlabaugh Jr.,Barstool Sports,University of Kentucky,Football,https://instagram.com/david_wohlabaugh,,1
Kaley Attaway,Barstool Sports,Butler University,Lacrosse,https://instagram.com/kaleyyyattaway,https://twitter.com/@kaleyattaway,0
Rachel Apa,Barstool Sports,Bucknell University,Field Hockey,https://instagram.com/rachelapa,https://twitter.com/@rachelsapa,0
Maggi Hall,Barstool Sports,University of Florida,Lacrosse,https://instagram.com/maggihall19,https://twitter.com/@maggi_hall,0
Kristen Arias,Barstool Sports,Drake University,Softball,https://instagram.com/kristen_arias_17,,0
Katelyn Bartley,Barstool Sports,Colorado State University,Swimming and Diving,https://instagram.com/katelyn_bartley_,,0
Sam Klein,Barstool Sports,Ball State University,Baseball,https://instagram.com/sklein013,https://twitter.com/@Sklein013,1
Gaby Roy,Barstool Sports,Boston College,Ice Hockey,https://instagram.com/gabyroyy,,0
Janeah Finney,Barstool Sports,University of South Alabama,Softball,https://instagram.com/thejaneahfinney,https://twitter.com/@thejaneahfinney,0
Cole Kodsi,Barstool Sports,Bentley University,Ice Hockey,https://instagram.com/Ckodsi27,https://twitter.com/@CKodsi,1
Jace Kressin,Barstool Sports,University of Evansville,Baseball,https://instagram.com/JaceKressin,https://twitter.com/@JaceKressin10,1
Tony Madrigal,Barstool Sports,University of Oklahoma,Wrestling,https://instagram.com/amadrigal133,https://twitter.com/@huskies106,1
Mitchel Collier,Barstool Sports,Central Michigan University,Football,https://instagram.com/Mitchel.88,https://twitter.com/@mitchadam32,1
Rylee Anderson,Barstool Sports,University of Kansas,Track and Field,https://instagram.com/rylee.andersonn,https://twitter.com/@rylee_andersonn,0
Elliot Kadans,Barstool Sports,North Carolina Agricultural and Technical State University,Football,https://instagram.com/Elliotkadans,https://twitter.com/@EKadans,1
Lauren Park,Barstool Sports,Ohio University,Volleyball,https://instagram.com/lpark_17,https://twitter.com/@laurenpark_17,0
Kaleb Smith,Barstool Sports,Virginia Tech,Football,https://instagram.com/kaleb11smith,https://twitter.com/@kaleb11smith,1
Ryland Goede,Barstool Sports,University of Georgia,Football,https://instagram.com/Rylandgoede,https://twitter.com/@RylandGoede88,1
