Title,URL,Description,Date Published
Ukraine war latest: Gun battle breaks out between Putin&#39;s forces and Wagner Group fighters - report; Russia to launch military drills in Sea of Japan,https://news.sky.com/story/ukraine-war-latest-zelenskyy-fires-top-ukrainian-military-commander-ukraine-shoots-down-11-kamikaze-drones-overnight-12541713?postid=5550035,The Wagner Group mercenaries have played a high profile role in Russia&#39;s invasion of Ukraine and are also known to have deployed in various conflicts across Africa. You can follow updates on the ...,2023-03-03
"US seeks to expel Russian mercenaries from Sudan, Libya",https://www.berkshireeagle.com/ap/world/us-seeks-to-expel-russian-mercenaries-from-sudan-libya/article_4c8834c2-25f1-5a4f-ad2f-80aeb86d5964.html,"U.N. experts said Wagner mercenaries were deployed Libya since 2018, helping Hifter&#39;s forces in their fight against Islamist militants in eastern Libya. The group was also involved in his failed offensive on Tripoli in April 2019. The U.S. Africa Command ...",2023-02-03
EU sanctions Wagner Group and Prigozhin media outlet,https://www.brusselstimes.com/456104/eu-sanctions-wagner-group-and-prigozhin-media-outlet,"This decision aims to complete the &#39;Wagner package&#39; adopted on 25 February against a number of individuals and entities for the group’s destabilising activities around the world, particularly in Africa. The sanctions also target RIA FAN, a news agency ...",2023-04-13
Leaked US military document reveals Russia’s Wagner mercenary group tried to buy weapons from NATO member,https://edition.cnn.com/2023/04/12/politics/leaked-documents-wagner-group-turkey/index.html,The leaked document appears to show the lengths the Russian private military group Wagner has gone to try to further strengthen its capabilities as the war in Ukraine – in which it is playing a ...,2023-04-12
Ukrainian border guards eliminate Wagner Group fighters hiding in Bakhmut buildings,https://news.yahoo.com/ukrainian-border-guards-eliminate-wagner-133657742.html,"Ukrainian border guards defending the city of Bakhmut repelled a Wagner Group assault on Tuesday, 11 April, killing or injuring 19 Wagner fighters (the Wagner Group is an infamous Russian private military company – ed.). Source: State Border Guard ...",2023-04-12
"Wagner Group can only afford to throw soldiers into Bakhmut&#39;s &#39;meat grinder&#39; for another 2 months before it runs out of men, Ukrainian commander says",https://www.yahoo.com/lifestyle/wagner-group-only-afford-throw-114737880.html,"The Wagner Group will exhaust itself in Bakhmut within two months, a Ukrainian commander said. That&#39;s if it doesn&#39;t change its &quot;human wave&quot; tactics first, according to Col. Serhiy Cherevaty.",2023-04-12
"Russian Draftees Sold Like Cattle to Wagner Group, Families Say",https://www.thedailybeast.com/russian-draftees-sold-like-cattle-to-wagner-group-in-ukraine-families-say,"Dozens of Russian draftees were reportedly rounded up in the middle of the night on Russian territory and driven across the border to Ukraine’s Luhansk region, where they say they were locked in ...",2023-04-12
James Petrila,https://www.lawfareblog.com/contributors/jpetrila,James Petrila had a thirty-year career as a lawyer at the National Security Agency and the Central Intelligence Agency. He also served as a Deputy Legal Advisor at the National Security Council from 2013-2015. He currently is an adjunct professor of law at ...,2023-04-12
Wagner Boss Cites Penis Tattoo in Colleague’s Nazism Scandal,https://www.thedailybeast.com/wagner-boss-yevgeny-prigozhin-cites-penis-tattoo-in-alleged-colleagues-nazism-scandal,"While Russia’s notorious Wagner group is becoming a household name for carrying out the Kremlin’s “de-Nazification” mission in Ukraine, a new report claims that an actual neo-Nazi is ...",2023-04-11
Wagner group head claims 80% of Ukraine’s Bakhmut under control,https://www.aa.com.tr/en/russia-ukraine-war/wagner-group-head-claims-80-of-ukraine-s-bakhmut-under-control/2869514,"The head of Russia’s Wagner group on Tuesday claimed that 80% of Ukraine’s Bakhmut is under control of the private military company, as intense fighting in the region between Russian and ...",2023-04-11
"Assaulting Bakhmut will exhaust Wagner Group PMC in two months, officer says",https://news.yahoo.com/assaulting-bakhmut-exhaust-wagner-group-181200680.html,"“Being a terrorist organization, they (Wagner PMC) use coercion methods,” he added. Read also: About 6,000 Wagner Group mercenaries fighting in Bakhmut, top US general says “Under the threat of execution, they force their troops to continue ...",2023-04-11
Wagner Group Accused of Beheading Ukrainian Servicemen,https://www.newsweek.com/wagner-group-accused-beheading-ukrainian-servicemen-1793776,"Wagner Group mercenaries have again been accused of war crimes in the Russia-Ukraine bloodshed, as videos purportedly show the remains of a Ukrainian soldier&#39;s head on a spike. The private ...",2023-04-11
Washington Post: Leaked war papers show Wagner Group sought to purchase arms from Turkey,https://news.yahoo.com/washington-post-leaked-war-papers-083224132.html,"The U.S. has reportedly gained access to the “internal plans” of the infamous Kremlin-backed Wagner Group mercenaries, which showed that the group “has sought to purchase arms from Turkey, a NATO ally,” the Washington Post reported on April 8 ...",2023-04-09
Wagner Group boss says &#39;we acted honestly&#39; as he calls prisoners fighting Ukraine war &#39;heroes&#39;,https://www.upi.com/Top_News/World-News/2023/04/09/wagner-group-boss-says-acted-honestly-prisoner-recruits-ukraine-heroes/7231681065965/,"April 9 (UPI) --Yevgeny Prigozhin, the founder of Russia&#39;s Wagner Group, said Sunday that the mercenary group &quot;acted honestly&quot; by hiring prisoners to fight in Ukraine as he branded the convicts ...",2023-04-09
New Russian militia Convoy rises as Wagner Group gets too big to control,https://www.france24.com/en/europe/20230408-new-russian-militia-convoy-rises-as-wagner-group-gets-too-big-to-control,"“Russia is likely seeking to sponsor and develop alternative private military companies (PMCs) to eventually replace the Wagner Group PMC in its significant combat role in Ukraine,” said the ...",2023-04-08
Putin ‘to replace Wagner Group mercenaries amid ongoing power feud’,https://metro.co.uk/2023/04/04/russia-ukraine-war-putin-to-replace-wagner-group-mercenaries-18551572/?ico=amp_tag-post-strip_item_2_news,The Russian president is rumoured to be fearful about an ongoing power struggle (Picture: AP/Reuters) The Kremlin wants to replace the notorious Wagner Group with an alternative force Vladimir ...,2023-04-05
"Wagner in ‘full control’ of AZOM plant in Bakhmut, reports Russian state media",https://abc17news.com/news/national-world/cnn-europe-mideast-africa/2023/03/26/wagner-in-full-control-of-azom-plant-in-bakhmut-reports-russian-state-media/,"Russia’s private military group Wagner has taken “full control” of the AZOM metallurgical plant in the north of the city of Bakhmut, according to video posted by Russian state media and ...",2023-03-26
"Wagner Group claims Russia has so far pardoned 5,000 criminals after fighting in Ukraine, and that less than 1% of them have reoffended",https://sports.yahoo.com/wagner-group-claims-russia-far-194538594.html,"Founder of Wagner Group said Russia pardoned thousands of criminals after fighting in Ukraine. &quot;At the present time, more than 5,000 people have been released on pardon after completing their ...",2023-03-25
"Wagner Group chief says 5,000 convicts have been pardoned for fighting in Ukraine",https://metro.co.uk/2023/03/25/wagner-group-says-5000-convicts-have-been-pardoned-for-ukraine-18502185/?ico=amp_tag-post-strip_item_4_news,Analysis by the Institute for the Study of War said Monday it expected Wagner to lose half of its prisoners in the coming weeks as their six-month contracts expire. The American research group ...,2023-03-25
Wagner Group: Russian mercenary outfit or a proxy for the Kremlin in different parts of the globe? | In Focus podcast,https://www.thehindu.com/podcast/wagner-group-russian-mercenary-outfit-or-a-proxy-for-the-kremlin-in-different-parts-of-the-globe-in-focus-podcast/article66649175.ece,"The Wagner Group has been at the forefront of Russian gains in eastern Ukraine, especially in the battle for the town of Bakhmut. It was also in the news over attempts by members of the U.S ...",2023-03-23
"Experts seek investigation of Wagner Group, Mali forces",https://www.newspressnow.com/news/national_news/politics/experts-seek-investigation-of-wagner-group-mali-forces/article_159ccb92-6920-566d-8154-3f51cf450ac7.html,"war crimes and crimes against humanity committed by government forces in Mali and the Wagner Group, a shadowy Russian military contractor. More than a dozen experts, who focus on issues as various ...",2023-01-31
Wagner Group,https://www.newsweek.com/topic/wagner-group,An adviser to the exiled mayor of Mariupol alleged that Wagner Group mercenaries were &quot;once again&quot; training Ukrainian children to kill their own.,2023-01-18
Ukraine to hand over evidence of Russian Wagner Group’s crimes to UK lawyers bringing terror case,https://inews.co.uk/news/world/ukraine-wagner-group-uk-lawyers-terror-charges-2013773,"The Wagner Group, a private military company linked to ... a factor in the removal of French troops from the same zone of Africa. In response to the EU’s vote to declare Russia a state sponsor ...",2022-12-07
Wagner Founder Says Putin Can End &#39;Special Military Operation&#39;,https://www.newsweek.com/wagner-founder-urges-putin-end-special-military-operation-1794578,"Yevgeny Prigozhin, founder of the Wagner Group and an ally of Russian President Vladimir Putin, urged the Russian leader to end his ongoing &quot;special military operation&quot; in Ukraine and focus ...",2023-04-16
"Russian mercenaries control 80% of Bakhmut, claims Wagner Group chief",https://metro.co.uk/2023/04/11/russian-mercenaries-control-80-of-bakhmut-claims-wagner-group-chief-18594898/,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video Ukrainian officials have denied claims from Wagner ...",2023-04-11
Ukraine&#39;s Prosecutor General discusses designation of Wagner mercenaries as terrorists during US visit,https://www.pravda.com.ua/eng/news/2023/04/20/7398765/,"During a visit to the US, Ukraine’s Prosecutor General Andrii Kostin met with Senator Sheldon Whitehouse and spoke about the importance of designating the Russian mercenaries of the Wagner Group as a foreign terrorist organisation. Source: Andrii Kostin ...",2023-04-21
Astonishing moment Ukraine commander takes on Wagner thugs solo in crazy fight for Bakhmut,https://www.express.co.uk/news/world/1760600/Ukraine-Bakhmut-footage-Wagner-Group?int_source=amp_continue_reading&int_medium=amp&int_campaign=continue_reading_button,"The road, which snakes from the town of Chasiv Yar into Bakhmut from the western side, is the only remaining major supply route to Ukrainian forces still holding out against the Wagner Group.",2023-04-20
Leaked documents: Wagner Group attempted to buy weapons from Türkiye – Washington Post,https://uk.news.yahoo.com/leaked-documents-wagner-group-attempted-062831003.html,"Source: The Washington Post Details: The leaked documents show that in early February, Wagner Group’s representatives &quot;met with Turkish contacts to purchase weapons and equipment from [Türkiye]&quot; to strengthen the PMC&#39;s position in the war in Ukraine and ...",2023-04-09
"Dozens of Russian draftees were locked in a factory and forced to sign contracts with the Wagner Group at gunpoint, report says",https://www.businessinsider.in/international/news/dozens-of-russian-draftees-were-locked-in-a-factory-and-forced-to-sign-contracts-with-the-wagner-group-at-gunpoint-report-says/articleshow/99440698.cms,"Dozens of Russian draftees said they were locked in a factory and forced to sign contracts with the Wagner Group at gunpoint, the independent Russia media outlet Astra reported on Tuesday.",2023-04-13
Wagner Group forcibly deported children from Bakhmut – Ukraine&#39;s Prosecutor General&#39;s Office,https://www.msn.com/en-us/news/world/wagner-group-forcibly-deported-children-from-bakhmut-ukraine-s-prosecutor-general-s-office/ar-AA1a6cBg,"It has also been established that on 17-18 April 2023, two more families of Bakhmut residents with minor children were taken from the city by armed Wagner Group fighters to an unknown destination.",2023-04-20
Wagner Group leader calls on Putin to declare &quot;special military operation&quot; over,https://www.pravda.com.ua/eng/news/2023/04/14/7397960/,"Yevgeny Prigozhin, leader of the Wagner Group, is advising the Russian authorities to declare the so-called &quot;special military operation&quot; over and concentrate on consolidating its hold on the occupied territories of Ukraine. Source: Prigozhin in an &quot;article ...",2023-04-15
"Wagner Group leader says a Ukrainian counter-offensive would likely succeed as Russia is in &#39;crisis,&#39; report says",https://ca.sports.yahoo.com/news/wagner-group-leader-says-ukrainian-140403249.html,The Wagner Group leader criticized Russia&#39;s &quot;deep state&quot; in an essay published Friday. Yevgeny Prigozhin said a Ukraine counter-offensive is likely to succeed as Russia is in &quot;crisis.&quot; But he urged Russians to keep fighting and ignore the elites who want ...,2023-04-16
"Human rights activist releases testimony from two Wagner Group mercenaries who describe executing Ukrainian civilians, young and old",https://meduza.io/en/news/2023/04/17/human-rights-activist-releases-testimony-from-two-wagner-group-mercenaries-who-describe-executing-ukrainian-civilians-young-and-old,"The human rights activist behind the Gulag.net project, Vladimir Osechkin, has released recorded video calls with two former Russian prisoners who fought in Ukraine as commanding officers with the Wagner Group paramilitary cartel. In the conversations ...",2023-04-17
Wagner Group financier hoists Russian flag on long-destroyed city hall building in Bakhmut – Eastern grouping of Armed Forces,https://finance.yahoo.com/news/wagner-group-financier-hoists-russian-101137557.html,"Details: Cherevatyi emphasised that Bakhmut remains the main target of attacks by the Russians, primarily Wagner Group mercenaries. In the past 24 hours alone, there have been 32 Russian attacks ...",2023-04-04
"Video: Ukraine Army Strikes Cluster Of Russian Wagner Fighters In Bakhmut, 15 Dead",https://www.ibtimes.com/video-ukraine-army-strikes-cluster-russian-wagner-fighters-bakhmut-15-dead-3680600,"Ukraine&#39;s border guard service killed at least 15 Wagner Group fighters in Bakhmut The Russian mercenaries were subjected to a mortar strike after being spotted from the air Up to 30,000 Russian ...",2023-03-27
EU blacklists Russia’s Wagner group over its operations in Ukraine,https://www.cumhuriyet.com.tr/cumhuriyet-daily/eu-blacklists-russias-wagner-group-over-its-operations-in-ukraine-2071492,"The European Union blacklisted Russia’s Wagner Group on Thursday for &quot;actively participating in the Russian war of aggression against Ukraine.” The Council of the European Union, the EU ...",2023-04-14
Russia&#39;s private Wagner Group denies it is operating in Sudan,https://uk.sports.yahoo.com/news/russias-private-wagner-group-denies-191528546.html,(Reuters) - The Russian private military Wagner Group on Wednesday denied it was operating in Sudan and said it had nothing to do with battles rocking the giant impoverished African state.,2023-04-19
Russia&#39;s Wagner Releases Over 100 Ukrainian Prisoners of War for Orthodox Easter,https://www.usnews.com/news/world/articles/2023-04-16/russias-wagner-releases-over-100-ukrainian-prisoners-of-war-for-orthodox-easter,"Russia&#39;s Wagner Releases Over 100 Ukrainian Prisoners of War for Orthodox Easter MOSCOW (Reuters) - Russia&#39;s most powerful mercenary group, Wagner, sent at least 100 Ukrainian prisoners of war ...",2023-04-16
War in Ukraine: What is the Wagner Group&#39;s role in the fight for Bakhmut?,https://uk.sports.yahoo.com/news/war-ukraine-wagner-groups-role-190439316.html,The European Union on Thursday added Russia&#39;s Wagner mercenary group to its sanctions list for &quot;actively participating in the Russian war of aggression against Ukraine&quot; as US authorities made an ...,2023-04-14
EU imposes sanctions on Wagner military company and part of its founder&#39;s media empire,https://www.pravda.com.ua/eng/news/2023/04/13/7397759/,"Source: Official Journal of the European Union As stated in the EU’s decision, the Wagner Group spearheaded the attacks against the Ukrainian towns of Soledar and Bakhmut in January 2023 and is actively participating in the Russian war of aggression ...",2023-04-13
Son of Putin’s spokesman says fought for Wagner group in Ukraine,https://www.i24news.tv/en/news/ukraine-conflict/1682244555-son-of-putin-s-spokesman-says-fought-for-wagner-in-ukraine,"The son of Dmitry Peskov, Russian President Vladimir Putin’s spokesman, said on Saturday that he had served in the notorious mercenary Wagner group in Ukraine. In an interview with the ...",2023-04-23
"Russian troops fighting in western Bakhmut, Wagner frets over Ukraine attack",https://www.reuters.com/world/europe/russian-troops-fighting-western-bakhmut-wagner-frets-over-ukraine-attack-2023-04-21/,"Russia&#39;s assault on Bakhmut relies heavily on the Wagner Group private army, whose commander Yevgeny Prigozhin on Friday expressed concern about a Ukrainian counter attack. &quot;Today we are killing ...",2023-04-22
Beheaded with a knife: some Russian media report that video shows Wagner Group mercenaries,https://finance.yahoo.com/news/head-cut-off-knife-russian-191427167.html,"The Wagner Group was involved in the killing of a Ukrainian prisoner of war whose head was cut off while he was still alive, says Vladimir Osechkin, founder of the Russian human rights ...",2023-04-13
"Ukraine war: Russia’s Wagner Group tried and failed to get weapons from China, leaked US intel says",https://www.scmp.com/news/world/russia-central-asia/article/3217790/ukraine-war-russias-wagner-group-tried-and-failed-get-weapons-china-leaked-us-intel-says?module=more_top_stories_hk&pgtype=homepage,"The infamous Wagner Group “sought munitions and equipment” from China in “early 2023”, the leaked documents reportedly say. But as of January, China had not sent weapons, “not even for ...",2023-04-20
"I KNOW who carried out gut-wrenching ISIS-style beheading of Ukrainian captive, says ex-Wagner Group mercenary",https://www.thesun.ie/news/10538398/who-beheading-ukrainian-captive-wagner/,"VLADIMIR Putin&#39;s feared Wagner Group was behind the brutal decapitation of a Ukrainian soldier, a former mercenary has claimed. It comes after sickening footage emerged appearing to show the slain ...",2023-04-13
"Pentagon Intelligence Leak Spotlights Russian Infighting, Wagner’s Role in Ukraine War",https://www.wsj.com/articles/intelligence-leak-spotlights-russian-infighting-wagners-role-in-ukraine-war-c0f14632,A Massachusetts Air National Guardsman has been arrested in connection with a leak of purported highly classified documents on Ukraine. Photo: Michelle R. Smith/AP Leaked documents purporting to ...,2023-04-12
RF uses Wagner troopers in Bakhmut to reduce army losses – ISW,https://ukranews.com/en/news/926543-rf-uses-wagner-troopers-in-bakhmut-to-reduce-army-losses-isw,"The American Institute for the Study of War (ISW) is working on this. It is noted that the day before, the Ministry of Defense of Russia and the founder of the Wagner Group, Yevgeny Prigozhin, &quot;recognized the role of one in the efforts regarding Bakhmut.&quot;",2023-04-12
White House says no determination on Wagner being &#39;foreign terrorist&#39; group,https://www.reuters.com/article/ukraine-crisis-usa-wagner-idUSW1N36401P,"WASHINGTON, April 20 (Reuters) - The United States has made no determination the Russian private military Wagner Group is a “foreign terrorist organization” despite its ongoing actions in ...",2023-04-20
Mercenary warlord&#39;s troops terrorize Russia after Ukraine service: &#39;Could get away with anything&#39;,https://www.foxnews.com/world/mercenary-warlords-troops-terrorize-russia-ukraine-service,"Russian President Vladimir Putin has relied heavily on the Wagner Group, founded by Yevgeny Prigozhin, as the war in Ukraine continued and his forces started to feel their losses. Prigozhin ...",2023-04-23
"Don&#39;t fall back into our hands, Russia&#39;s Wagner group tells freed Ukrainian PoWs following &#39;great Easter exchange&#39; between the two Orthodox countries",https://www.dailymail.co.uk/news/article-11979653/Dont-fall-hands-Russias-Wagner-group-tells-freed-Ukrainian-PoWs.html,Some 130 troops were freed in a ‘great Easter exchange’ between the two Orthodox countries as the Russian paramilitary Wagner group warned them: ‘I hope you don’t fall back into our hands.’,2023-04-17
Wagner chief Prigozhin calls on Putin to end Ukraine war,https://www.i24news.tv/en/news/ukraine-conflict/1681630872-wagner-chief-prigozhin-calls-on-putin-to-end-ukraine-war,"Yevgeny Prigozhin, chief of Russia’s notorious mercenary Wagner group, on Saturday urged President Vladimir Putin to stop the “special military operation,” as the Kremlin calls the war in ...",2023-04-17
"Latest in Ukraine: Bloody, Unprecedented Battles Reported in Bakhmut",https://www.voanews.com/a/wagner-group-chief-it-s-time-for-firm-end-to-war-in-ukraine-/7051716.html,His comments came as the Russia Defense Ministry said Saturday that the Wagner mercenary group now controlled two more areas on the northern and southern outskirts of the city. Reuters could not ...,2023-04-16
Russia: Wagner chief calls for end of Ukraine war in blog post,https://www.telegraphindia.com/world/russia-wagner-chief-calls-for-end-of-ukraine-war-in-blog-post/cid/1930101,"The Wagner mercenary group, headed by Kremlin-linked businessman Yevgeny Prigozhin, has spearheaded much of the fighting for Ukraine&#39;s Bakhmut Deutsche Welle The head of Russia&#39;s mercenary Wagner group caused a stir by saying that an end to the war in ...",2023-04-18
"China &#39;snubbed Wagner weapon request&#39;, says Pentagon leak",https://www.telegraph.co.uk/world-news/2023/04/20/ukraine-russia-war-latest-putin-air-strikes-patriot-system/?n=@,"The Wagner group unsuccessfully asked China for supplies of weapons earlier this year, according to leaked intelligence. Representatives from the mercenary group - led by Putin ally Yevgeny ...",2023-04-20
Chilling video shows Russian Wagner commanders admit killing children as young as five in execution campaign in Ukraine,https://www.lbc.co.uk/news/russian-wagner-commanders-ukraine-executing-children/,Two Russians who claim they were commanders in the notorious Wagner Group have admitted killing children as young as five in Ukraine. Azamat Uldarov and Alexey Savichev spoke to Russian human rights group Gulagu.net and detailed how they committed atrocities.,2023-04-18
‘A Quick Death or a Slow Death’: Prisoners Choose War to Get Lifesaving Drugs,https://www.nytimes.com/2023/04/21/world/europe/russia-wagner-group-hiv-prisoners-ukraine.html,"He said he did not think he could survive a decade in Russian prison with H.I.V. In December, he agreed to serve six months in the Wagner mercenary group in exchange for a pardon and supplies of a ...",2023-04-22
"CAR, Chad, Sudan…How the CIA wants to push Wagner and Prigozhin off the continent",https://www.theafricareport.com/301237/car-chad-sudan-how-the-cia-wants-to-push-wagner-and-prigozhin-off-the-continent/,"CIA boss Bill Burns is working to limit Wagner’s influence throughout the Central African Republic and Sudan. While the Russians back Hemeti, Burns is attempting to use Burhan to gain a strategic advantage. In the capital Bangui on 28 February ...",2023-04-19
Russian Shadow Army Recruit Returns Home and Stabs Man to Death,https://www.thedailybeast.com/convicted-russian-murderer-freed-to-fight-for-wagner-in-ukraine-is-nabbed-for-new-killing,A convicted murderer pardoned after fighting in the war against Ukraine with the notorious Wagner Group is accused of stabbing a local man to death after returning home–the second such case in ...,2023-04-18
"Murder, ‘alcohol and prostitutes’: Wagner convicts pardoned by Putin return to terrorise home towns",https://www.theguardian.com/world/2023/apr/22/alcohol-and-prostitutes-wagner-convicts-pardoned-by-putin-return-to-terrorise-home-towns?ref=upstract.com,"Violent criminals who served with the notorious Russian militia in Ukraine are terrorising the communities they return to He strode up and down the central street of Tskhinvali on Monday, like he ...",2023-04-23
Switzerland Adds Wagner Group and RIA to List of Russia Sanctions,https://www.msn.com/he-il/news/other/switzerland-adds-wagner-group-and-ria-to-list-of-russia-sanctions/ar-AA1a5L87,"BERLIN, April 20 (Reuters) - Switzerland will add the private military Wagner Group and news agency RIA to its list of sanctions against Russia, the Swiss Department of Economic Affairs ...",2023-04-20
Wagner leader denies his group is behind video purportedly showing beheaded Ukrainian soldiers,https://egyptindependent.com/wagner-leader-denies-his-group-is-behind-video-purportedly-showing-beheaded-ukrainian-soldiers/,Wagner private military company leader Yevgeny Prigozhin has denied that his fighters were involved in a grisly video that purportedly shows Ukrainian soldiers who have been beheaded. “I have watched this video. It’s bad when people’s heads are cut ...,2023-04-12
"About 6,000 Wagner Group mercenaries fighting in Bakhmut, top US general says",https://finance.yahoo.com/news/6-000-wagner-group-mercenaries-072700994.html,"the spokesman for the Eastern Group of the Ukrainian Armed Forces, Serhiy Cherevatyi, said that Russia’s Wagner private military company is not able to independently provide offensive operations ...",2023-03-30
Outrage as Wagner thugs laugh in sick beheading video that sent shockwaves through Ukraine,https://www.express.co.uk/news/world/1757820/Wagner-Group-Ukraine-POW-beheading-video,"But what do we know about the Wagner Group and its founder Yevgeny Prigozhin? “I think most Ukrianians have seen that video,” Kira Rudik, a Ukrainian opposition leader, told Express.co.uk.",2023-04-13
Ex-convict Wagner mercenaries testify on orders to execute children -NGO,https://www.jpost.com/international/article-739557,"In a Wagner-affiliated Telegram group, a message said that they were drunk, and said that some of those they identified as shot deserters were in fact alive. Prigozhin’s press service published ...",2023-04-18
"Russia&#39;s private Wagner army targets 30,000 new recruits by mid-May - group founder",https://www.swissinfo.ch/eng/reuters/russia-s-private-wagner-army-targets-30-000-new-recruits-by-mid-may---group-founder/48371744,"which is a project implemented by the businessman and founder of the Wagner private military group Yevgeny Prigozhin, during the official opening of the office block in Saint Petersburg ...",2023-03-18
"Wagner now controls over 80% of Bakhmut, says leader",https://www.freemalaysiatoday.com/category/world/2023/04/11/wagner-now-controls-over-80-of-bakhmut-says-leader/,"(AP pic) MOSCOW: The head of Russia’s Wagner mercenary group, Yevgeny Prigozhin, said in a video posted today that his forces now control more than 80% of the eastern Ukrainian city of Bakhmut.",2023-04-11
Border guards of Ukraine defeat another Wagner Group unit in Bakhmut,https://www.pravda.com.ua/eng/news/2023/04/14/7397936/,"The members of the Border Guard Service of Ukraine repelled an attack of the Wagner Group in the city of Bakhmut. The occupiers lost 14 soldiers (5 of them killed, 9 injured). Source: State Border Guard Service of Ukraine Quote: &quot;The border guards repelled ...",2023-04-14
"‘With This Hand, I Killed the Children’ – Wagner Fighter",https://www.kyivpost.com/post/15964,Two Russians who returned home after fighting in Ukraine for the Kremlin- tied Wagner mercenary group have admitted to killing unarmed civilians and children to a French-based Russian human rights organization. The two former unit commanders said they ...,2023-04-18
Russia Claims New Bakhmut Territory as Kyiv Hopes to &#39;Break Morale&#39;,https://www.newsweek.com/russia-bakhmut-capture-ukraine-war-wagner-group-airborne-troops-1794630,"Wagner Group mercenary fighters have taken control of new territory in Bakhmut, according to Russia&#39;s defense ministry, as Kyiv reiterates its goal of grinding down Russian forces in the ruined ...",2023-04-16
"UK Intelligence: Russia steps up its offensive on Bakhmut, Wagner Group strengthened",https://www.pravda.com.ua/eng/news/2023/04/14/7397829/,"Russia has stepped up its offensive on Bakhmut by improving cooperation between the Russian Defence Ministry and the Wagner group. Source: &quot;European Pravda&quot;, UK Defence Intelligence review. &quot;Russia has re-energised its assault on the Donetsk Oblast town of ...",2023-04-14
"Switzerland expands Russia sanctions list, adding Wagner group and Russian news agency RIA",https://egyptindependent.com/switzerland-expands-russia-sanctions-list-adding-wagner-group-and-russian-news-agency-ria/,"Switzerland is extending its list of sanctions relating to Russia to include the Wagner private military group and state news agency, RIA, as Western allies hit the country with bans designed to isolate it from the global economy. In a statement on ...",2023-04-20
Ukraine vows counterattack &#39;very soon&#39; in Bakhmut,https://www.i24news.tv/en/news/ukraine-conflict/1679571958-as-wagner-recruits-fighters-in-mental-hospitals-ukraine-vows-counterattack-in-bakhmut,"The chief of the mercenary Wagner group, Russia’s leading fighting force in the area, Yevgeny Prigozhin, announced just a few days ago that 70 percent of the town was under his control.",2023-03-27
Alleged former Wagner commanders admit killing children in Ukraine,https://news.sky.com/story/amp/alleged-former-wagner-commanders-admit-killing-children-in-ukraine-12860939,"Two men, who claim to be former commanders in the Russian paramilitary mercenary group Wagner, have told an exiled human rights group they killed children and civilians in eastern Ukraine.",2023-04-19
"Russia&#39;s Wagner group claims Ukraine&#39;s Bakhmut captured, hoists flag",https://www.msn.com/en-in/news/others/russias-wagner-group-claims-ukraines-bakhmut-captured-hoists-flag/ar-AA19ou9r,"Russia’s Wagner Group founder Yevgeny Prigozhin, on Monday, claimed to have hoisted the country’s flag on Ukraine’s Bakhmut city hall, and said that they have technically captured it ...",2023-04-03
"Russian mercenaries detail killing men, women and children in Ukraine",https://www.aol.com/news/russian-mercenaries-detail-killing-men-133138712.html,"Details of brutal war crimes committed by the Wagner Group in Ukraine have been published by Gulagu.net, a Russian human rights organization. In the horrifying testimonies, Azamat Uldarov and ...",2023-04-19
"Leak spotlights Russian infighting, Wagner’s role in Ukraine war",https://www.theaustralian.com.au/business/the-wall-street-journal/leak-spotlights-russian-infighting-wagners-role-in-ukraine-war/news-story/b5676450d8a4c869004f73d6645cd01f,"According to one of the US documents, Valeriy Gerasimov, the chief of Russia’s General Staff, ordered a stop to munitions supplies for the Wagner Group on February 12, at a time when its units ...",2023-04-13
"Cyber equivalent of the Wagner Group is targeting UK infrastructure in bid to &#39;disrupt or destroy&#39;, minister warns",https://www.lbc.co.uk/news/wagner-group-cyber-equivalent-targeting-uk-infrastructure-oliver-dowden/,"The latest cyber security threat can be compared to the Wagner paramilitary organisation, Cabinet Office minister Oliver Dowden said. The groups are &quot;ideologically motivated, rather than financially motivated&quot; and have begun to target the UK this year with ...",2023-04-19
Libya Sudan US Wagner Group,https://www.goshennews.com/news/national_news/libya-sudan-us-wagner-group/image_94b5c8d6-42eb-522b-8f5a-61da25999a04.html,The pressure comes after Washington expanded sanctions on the group. Wagner has played a role in Libya&#39;s conflict but has also been linked with a powerful Sudanese paramilitary.,2023-02-03
"Russian warlord fearful of 200,000-strong Ukraine army",https://www.express.co.uk/news/world/1758140/Russia-fearful-Ukraine-army,"Close confidant of Vladimir Putin and Wagnar Group founder Yevgeny Prigozhin is reportedly wary of Ukraine’s reported 200,000-strong reserve of troops. The mercenary army has been warned by the ...",2023-04-14
&#39;We killed children!&#39; Wagner chief admits mass slaughter of women and kids aged 5,https://www.express.co.uk/news/world/1759416/Wagner-Group-commander-Bakhmut-war-crimes/amp,"Both mercenaries were ex-commanders of Wagner units, according to the documents provided, who spoke to Gulagu.net founder Vladimir Osechkin from within Russia. Savichev said that the Wagner ...",2023-04-18
&quot;I shot a 5-year-old in the head&quot;: Wagner convicts confess to killing children in Bakhmut and Soledar,https://www.pravda.com.ua/eng/news/2023/04/17/7398225/,"A Russian organisation has released videos in which Russian convicts from the Wagner Group confess to murdering Ukrainian children in Bakhmut and Soledar. According to one of the killers, unarmed 15-year-old Ukrainians &quot;can hardly be called civilians&quot;.",2023-04-18
